ferdinand_i_habsbursko_lotarinski,author,Ferdinand I. Habsburško-Lotarinški
ferdinand_raimund,author,Ferdinand Raimund
ferdinand_seidl,author,Ferdinand Seidl
ferdo_godina,author,Ferdo Godina
ferdo_kleinmayr,author,Ferdo Kleinmayr
ferdo_kozak,author,Ferdo Kozak
ferdo_kocevar,author,Ferdo Kočevar
ferdo_lupsa,author,Ferdo Lupša
feri_lainscek,author,Feri Lainšček
filip_jakob_kafol,author,Filip Jakob Kafol
filip_tercelj,author,Filip Terčelj
fjodor_mihajlovic_dostojevski,author,Fjodor Mihajlovič Dostojevski
florijan_vodovnik,author,Florijan Vodovnik
fortunat_luzar,author,Fortunat Lužar
fr_k_g,author,Fr. K. G.
fr_prochazka,author,Fr. Procházka
fran_albreht,author,Fran Albreht
fran_bolka,author,Fran Bolka
fran_celestin,author,Fran Celestin
fran_detela,author,Fran Detela
fran_drenik,author,Fran Drenik
fran_erjavec,author,Fran Erjavec
fran_gestrin,author,Fran Gestrin
fran_govekar,author,Fran Govekar
fran_ilesic,author,Fran Ilešič
fran_jaklic,author,Fran Jaklič
fran_josip_knaflic,author,Fran Josip Knaflič
fran_kadilnik,author,Fran Kadilnik
fran_kocbek,author,Fran Kocbek
fran_kosir,author,Fran Košir
fran_kremenjak,author,Fran Kremenjak
fran_lakmayer,author,Fran Lakmayer
fran_levec,author,Fran Levec
fran_lipah,author,Fran Lipah
fran_maselj,author,Fran Maselj
fran_milcinski,author,Fran Milčinski
fran_nedeljko,author,Fran Nedeljko
fran_orozen,author,Fran Orožen
fran_podkrajsek,author,Fran Podkrajšek
fran_pogacnik,author,Fran Pogačnik
fran_radescek,author,Fran Radešček
fran_ros,author,Fran Roš
fran_saleski_finzgar,author,Fran Saleški Finžgar
fran_studenko,author,Fran Studenko
fran_svoboda,author,Fran Svoboda
fran_tominsek,author,Fran Tominšek
fran_tratnik,author,Fran Tratnik
fran_vidic,author,Fran Vidic
fran_zakrajsek,author,Fran Zakrajšek
fran_zbasnik,author,Fran Zbašnik
fran_stefanic,author,Fran Štefanič
fran_zgur,author,Fran Žgur
franc_albreht,author,Franc Albreht
franc_andrej_ziegler,author,Franc Andrej Ziegler
franc_blazic,author,Franc Blažič
franc_cimperman,author,Franc Cimperman
franc_derganc,author,Franc Derganc
franc_fabinc,author,Franc Fabinc
franc_gortnar,author,Franc Gortnar
franc_govekar,author,Franc Govekar
franc_hubad,author,Franc Hubad
franc_jaklic,author,Franc Jaklič
franc_jozef_hanibal_hohenwart,author,Franc Jožef Hanibal Hohenwart
franc_jozef_i_habsbursko_lotarinski,author,Franc Jožef I. Habsburško-Lotarinški
franc_juliani,author,Franc Juliani
franc_kacin,author,Franc Kacin
franc_kolenc,author,Franc Kolenc
franc_kos,author,Franc Kos
franc_ksaver_mesko,author,Franc Ksaver Meško
franc_kulovec,author,Franc Kulovec
franc_malavasic,author,Franc Malavašič
franc_miklosic,author,Franc Miklošič
franc_perne,author,Franc Perne
franc_pintaric_svaba,author,Franc Pintarič-Švaba
franc_pirc,author,Franc Pirc
franc_podgornik,author,Franc Podgornik
franc_puhar,author,Franc Puhar
franc_serafin_metelko,author,Franc Serafin Metelko
franc_serafin_segula,author,Franc Serafin Šegula
franc_simonic,author,Franc Simonič
franc_susnik,author,Franc Sušnik
franc_temlin,author,Franc Temlin
franc_tovornik,author,Franc Tovornik
franc_trdan,author,Franc Trdan
franc_valentin_slemenik,author,Franc Valentin Slemenik
franc_veriti,author,Franc Veriti
franc_vogelnik,author,Franc Vogelnik
franc_walland,author,Franc Walland
franc_stupar,author,Franc Štupar
france_balantic,author,France Balantič
france_bevk,author,France Bevk
france_bregar,author,France Bregar
france_cegnar,author,France Cegnar
france_ferzou,author,France Feržou
france_filipic,author,France Filipič
france_jancar,author,France Jančar
france_javh_kern,author,France Javh Kern
france_kadilnik,author,France Kadilnik
france_koblar,author,France Koblar
france_kotnik,author,France Kotnik
france_kozar,author,France Kozar
france_novsak,author,France Novšak
france_rebec,author,France Rebec
france_vodnik,author,France Vodnik
france_zbasnik,author,France Zbašnik
france_zvenkelj,author,France Žvenkelj
franci_zagoricnik,author,Franci Zagoričnik
francka_gortnar,author,Francka Gortnar
francka_zupancic,author,Francka Zupančič
franja_tavcar,author,Franja Tavčar
franja_trojansek,author,Franja Trojanšek
franjo_francic,author,Franjo Frančič
franjo_krakovec,author,Franjo Krakovec
franjo_krasovec,author,Franjo Krašovec
franjo_marn,author,Franjo Marn
franjo_neubauer,author,Franjo Neubauer
franjo_strah,author,Franjo Strah
frank_albrecht,author,Frank Albrecht
frank_kroll,author,Frank Kroll
frank_s_tauchar,author,Frank S. Tauchar
frantisek_ferdinand_samberk,author,František Ferdinand Šamberk
frantisek_jaromir_rubes,author,František Jaromír Rubeš
frantisek_ladislav_celakovsky,author,František Ladislav Čelakovský
franz_carl_weiskopf,author,Franz Carl Weiskopf
francek_rudolf,author,Franček Rudolf
francisek_asiski,author,Frančišek Asiški
francisek_kralj,author,Frančišek Kralj
francisek_ksaverij_sterzaj,author,Frančišek Ksaverij Steržaj
francisek_lampe,author,Frančišek Lampe
francisek_locniskar,author,Frančišek Ločniškar
francisek_svetlicic,author,Frančišek Svetličič
friderik_baraga,author,Friderik Baraga
fridolin_kaucic,author,Fridolin Kaučič
fridolin_zolna,author,Fridolin Žolna
fridtjof_nansen,author,Fridtjof Nansen
friedrich_engels,author,Friedrich Engels
friedrich_schiller,author,Friedrich Schiller
friedrich_wilhelm_riese,author,Friedrich Wilhelm Riese
frederic_mistral,author,Frédéric Mistral
g_f_tabor,author,G. F. Tabor
g_p_cesenate,author,G. P. Cesenate
g_s_c,author,G. S-c.
g_s,author,G. S.
gabriele_d_annunzio,author,Gabriele D'Annunzio
